Market,LoadFactor,FlightCount,Bookings,Revenue,AvgFare,RASM,RpS,Slope,Lat1,Lon1,Lat2,Lon2,Distance,cluster_Geo,cluster_Slope,cluster_Dist
KUNPFO,0.938756765,210,37815,3192337.806,84.4198,0.033809614,79.24973451,-0.007115819,54.9639,24.0847,34.71944,32.48472,2344,14,2,5
BOJWAW,0.758341432,49,7023,820.4738,0.1168,7.48e-05,0.088594515,-0.005884275,52.1667,20.9667,42.41667,27.28333,1184,17,2,3
BCNFEZ,0.957881379,396,71707,3470329.187,48.3959,0.045051108,46.35758999,-0.009088181,41.3028,2.0944,33.92889,-4.9775,1029,12,5,3
BVACAG,0.931450115,284,50153,2946446.088,58.7491,0.043361254,54.72190193,-0.006801276,49.4558,2.1125,39.24722,9.061111,1262,2,2,2
PMIWAW,0.957828943,350,62983,5100438.75,80.9811,0.03915504,77.56613465,-0.007016846,52.1667,20.9667,39.55361,2.727778,1981,19,2,9
HELVCE,0.968518519,160,29288,2058052.435,70.2694,0.036867437,68.05728952,-0.009011153,60.32555,24.97167,45.5067,12.3478,1846,8,5,9
EDIGDN,0.971708366,466,85831,5062439.134,58.9814,0.040850174,57.31279445,-0.0069154,55.94861,-3.350278,54.3667,18.65,1403,9,2,2
BCNCRL,0.982188893,922,171445,10286961.95,60.0015,0.056939936,58.93283428,-0.007798991,50.4617,4.455,41.3028,2.0944,1035,2,5,3
AHOTSF,0.692300675,58,7589,168324.621,22.18,0.023917888,15.3552838,-0.017491759,45.6506,12.1956,40.63055,8.288889,642,15,3,1
KUNMAD,0.979865131,166,30805,2609131.881,84.6983,0.031994192,82.99293468,-0.007707798,54.9639,24.0847,40.47361,-3.561111,2594,19,5,10
BRICRL,0.955047873,572,103340,7208380.93,69.754,0.047347856,66.61843305,-0.006368752,50.4617,4.455,41.14111,16.78833,1407,7,2,2
ARNBHX,0.961242252,166,30704,1522728.044,49.5938,0.032786559,47.67165626,-0.008219038,59.662,17.9339,52.45306,-1.746389,1454,9,5,2
BLQOPO,0.968640382,226,41421,2761528.035,66.6697,0.038809507,64.57901958,-0.00650657,44.5306,11.2925,41.23806,-8.674723,1664,1,2,7
BGYZTH,0.909658493,70,12093,1274494.787,105.3911,0.075015591,95.86992528,-0.004750358,45.6739,9.7042,37.75111,20.88278,1278,6,4,2
GOANAP,0.99265672,362,67995,2651924.108,39.0017,0.065177358,38.71535093,-0.011419638,44.41306,8.837778,40.88611,14.29167,594,6,1,1
MRSOZZ,0.837944949,218,34887,2162041.459,61.9726,0.029623336,51.9297079,-0.007089752,43.43555,5.216389,30.93917,-6.909444,1753,12,2,9
CRLPRG,0.94908282,727,130124,6217876.394,47.7842,0.064973067,45.35120086,-0.010080327,50.4617,4.455,50.1,14.26667,698,7,1,1
DBVVIE,0.949192783,180,31984,1619320.485,50.629,0.076159678,48.05675704,-0.00709002,48.1111,16.5583,42.56333,18.26528,631,10,2,1
EMAMRS,0.815424291,86,13280,527482.5398,39.72,0.0281152,32.38871054,-0.005205752,52.83,-1.329444,43.43555,5.216389,1152,3,4,3
AGPKUN,0.970083235,238,44521,4576806.946,102.801,0.033566343,99.72560566,-0.006366017,54.9639,24.0847,36.6717,-4.4981,2971,19,2,10
BVAPFO,0.929080526,234,41974,2762089.328,65.8047,0.020619875,61.13792838,-0.006546945,49.4558,2.1125,34.71944,32.48472,2965,14,2,10
OPOSXB,0.938095493,196,35051,2263657.347,64.5818,0.039989382,60.58391358,-0.005429779,48.53695,7.6275,41.23806,-8.674723,1515,1,4,7
ACEVLC,0.888844427,238,39982,1942661.354,48.5883,0.025706862,43.18752733,-0.009369337,39.48861,-0.4819444,28.9425,-13.60472,1680,18,1,7
BVATLL,0.941757948,38,7050,299387.5203,42.4663,0.021913967,39.99298962,-0.008958485,59.41667,24.81667,49.4558,2.1125,1825,8,5,9
KUNSTN,0.977196021,532,98731,6941563.938,70.3078,0.042673632,68.70454731,-0.008723161,54.9639,24.0847,51.8828,0.2339,1610,9,5,7
CRLFAO,0.952538847,810,146510,11595766.76,79.1465,0.042023523,75.39020063,-0.005958729,50.4617,4.455,37.01445,-7.970833,1794,5,2,9
MADTTU,0.915542229,274,47632,1662893.935,34.9112,0.056671539,31.96274815,-0.011197205,40.47361,-3.561111,35.6,-5.316667,564,12,1,1
FEZSTN,0.960191484,210,38110,2969822.092,77.9276,0.036661171,74.82544952,-0.00733002,51.8828,0.2339,33.92889,-4.9775,2041,5,5,9
AARGDN,0.781566676,236,34861,1080657.346,30.999,0.043890965,24.22781245,-0.010695609,56.30389,10.62,54.3667,18.65,552,8,1,1
FEZTLS,0.934139785,400,70890,3966987.987,55.9597,0.043201856,52.27424609,-0.009218826,43.63,1.363611,33.92889,-4.9775,1210,12,5,3
NRNRAK,0.92128716,162,28945,2476313.015,85.5523,0.03142675,78.81828937,-0.007575387,51.5993,6.1502,31.60833,-8.038333,2508,5,5,5
JSIPSA,0.88003663,52,8649,697030.8117,80.5909,0.059053252,70.92295601,-0.004691232,43.6806,10.3928,39.18056,23.50556,1201,17,4,3
LBAPGF,0.809306965,122,18661,929994.2144,49.8362,0.03146086,40.3328222,-0.00405211,53.86528,-1.654722,42.74083,2.871667,1282,20,4,2
AQJCIA,0.690585534,46,6015,263883.0686,43.8708,0.012488278,30.29656356,-0.008939833,41.7995,12.5933,29.6125,35.01944,2426,4,5,5
PGFRAK,0.943582794,206,37598,2301142.983,61.2038,0.036807467,57.75091559,-0.007912651,42.74083,2.871667,31.60833,-8.038333,1569,12,5,7
CIASTN,0.942114879,3358,600716,41015515.83,68.2777,0.044058528,64.32545121,-0.009406816,51.8828,0.2339,41.7995,12.5933,1460,3,1,2
ALCTTU,0.913138142,275,47811,1375295.236,28.7652,0.050707808,26.26664444,-0.011257218,38.2825,-0.5583333,35.6,-5.316667,518,12,1,6
HHNPMO,0.981541154,133,24673,1904667.019,77.1964,0.054551082,75.7714532,-0.004508567,49.9497,7.2639,38.1811,13.105,1389,7,4,2
ARNBCN,0.956001792,348,64033,4023075.165,62.8281,0.025923102,60.06382748,-0.009280502,59.662,17.9339,41.3028,2.0944,2317,19,5,5
EDIGNB,0.666931217,20,2521,107639.4998,42.6971,0.021491365,28.47605815,-0.005642888,55.94861,-3.350278,45.36278,5.329722,1325,3,2,2
EDIHAM,0.934985041,310,55626,3420828.317,61.4969,0.064460438,57.49871108,-0.005910871,55.94861,-3.350278,53.63389,9.995,892,9,2,8
ACEMAN,0.908619639,913,159500,15890887.53,99.6293,0.031552882,90.52521937,-0.003892879,53.35333,-2.276667,28.9425,-13.60472,2869,11,4,10
BOJWMI,0.923789362,274,48874,3017169.251,61.7336,0.046668467,57.02886725,-0.005903712,52.4511,20.6519,42.41667,27.28333,1222,17,2,3
EINMRS,0.918770994,266,46499,2440751.013,52.4903,0.054065757,48.22665506,-0.009329081,51.4533,5.3889,43.43555,5.216389,892,2,5,8
BUDPFO,0.890844607,554,94695,6352732.419,67.0862,0.033312945,59.76342376,-0.006707884,47.4333,19.2333,34.71944,32.48472,1794,14,2,9
BRINRN,0.972241415,300,56285,3364313.481,59.7728,0.040982804,58.11361641,-0.004940772,51.5993,6.1502,41.14111,16.78833,1418,7,4,2
BEROTP,0.99274616,468,88684,6864310.734,77.4019,0.059844584,76.84044614,-0.008761053,52.5117,13.4025,44.5667,26.1,1284,10,5,2
VLCWMI,0.95142487,48,8814,386012.5082,43.7953,0.019246197,41.66801686,-0.009817652,52.4511,20.6519,39.48861,-0.4819444,2165,19,1,5
BLQPVK,0.850088183,36,5784,414620.7384,71.684,0.060755526,60.93779224,-0.005337358,44.5306,11.2925,38.92639,20.76583,1003,6,4,3
CTAEIN,0.942374229,266,47392,3796217.518,80.1024,0.043533177,75.48652849,-0.007746692,51.4533,5.3889,37.40278,14.92306,1734,7,5,9
BUDTLV,0.957480576,691,127298,12199069.13,95.8307,0.042322938,91.75612919,-0.005717452,47.4333,19.2333,32.01222,34.8825,2168,4,2,5
BREVNO,0.98580166,218,40617,2177920.39,53.6209,0.048317714,52.85957939,-0.00972331,54.6333,25.2833,53.04667,8.79,1094,8,1,3
ATHCFU,0.960145028,191,34691,1235415.999,35.612,0.089509654,34.1926877,-0.008662297,39.60139,19.91028,37.89583,23.72889,382,14,5,6
BODMLA,0.904761905,164,28044,1803108.118,64.2956,0.035666636,58.17228409,-0.005991685,44.82944,-0.7144445,35.83667,14.54722,1631,15,2,7
ORKVLC,0.932254937,240,42302,2744166.248,64.8708,0.040130166,60.47616025,-0.006352582,51.84083,-8.488889,39.48861,-0.4819444,1507,20,2,7
KRKLPL,0.963674928,316,57701,3806507.904,65.9695,0.039832821,63.57318298,-0.006806078,53.33833,-2.866667,50.08333,19.78333,1596,9,2,7
ARNSKG,0.95275872,305,55966,4565635.218,81.5787,0.036017074,77.72484666,-0.007567375,59.662,17.9339,40.52083,22.97222,2158,17,5,5
AGPCPH,0.963431442,676,125828,12694768.68,100.8898,0.039320574,97.20045852,-0.005359775,55.6081,12.6333,36.6717,-4.4981,2472,19,4,5
CIAEDI,0.961435319,598,111140,11701929.47,105.2899,0.051939207,101.229515,-0.004424559,55.94861,-3.350278,41.7995,12.5933,1949,3,4,9
LIGSTN,0.846664126,606,97766,4163234.023,42.5836,0.053572149,36.0540566,-0.006842665,51.8828,0.2339,45.86278,1.179444,673,20,2,1
EMAPRG,0.859929391,58,9743,414135.868,42.5059,0.032635849,36.55215075,-0.011621154,52.83,-1.329444,50.1,14.26667,1120,9,1,3
CAGGOT,0.897793264,123,20871,1649433.86,79.0299,0.034392897,70.952547,-0.005505409,57.7056,11.7806,39.24722,9.061111,2063,7,2,5
BRIPSA,0.94373297,920,166248,6005225.444,36.122,0.05719733,34.08960856,-0.01210625,43.6806,10.3928,41.14111,16.78833,596,6,1,1
KRKTFS,0.963254593,130,24222,3328973.042,137.4359,0.033763272,132.3857887,-0.004920434,50.08333,19.78333,28.04278,-16.57055,3921,11,4,4
OTPPSA,0.967954502,324,60079,3249129.309,54.0809,0.041678262,52.34789762,-0.008466556,44.5667,26.1,43.6806,10.3928,1256,17,5,2
PRGTSF,0.944178628,428,76368,3318389.974,43.4526,0.079050171,41.02703873,-0.010083989,50.1,14.26667,45.6506,12.1956,519,7,1,6
PMITRF,0.899593179,122,20786,1748590.368,84.1234,0.0336641,75.67689637,-0.005364848,59.1878,10.2603,39.55361,2.727778,2248,19,4,5
CRLVIT,0.82880622,212,33686,1263301.843,37.5022,0.030958291,31.08212387,-0.009678772,50.4617,4.455,42.88389,-2.723056,1004,2,1,3
AGACGN,0.860243408,52,8482,380140.7981,44.8173,0.014461303,38.55383348,-0.013698791,50.86583,7.141944,30.38056,-9.545834,2666,12,3,10
CLJSTN,0.935058537,364,64534,3753244.058,58.1591,0.03050041,54.38223104,-0.009212447,51.8828,0.2339,46.78333,23.68333,1783,9,5,9
ARNTLL,0.951714833,529,95930,3169269.783,33.0373,0.080828032,31.44210426,-0.011256173,59.662,17.9339,59.41667,24.81667,389,8,1,6
BRIKUN,0.944871138,124,22144,1903251.043,85.9488,0.049853024,81.21057531,-0.006188146,54.9639,24.0847,41.14111,16.78833,1629,10,2,7
BRQSTN,0.930295895,666,118529,6388275.632,53.8963,0.041748139,50.1395152,-0.008473355,51.8828,0.2339,49.15,16.7,1201,9,5,3
BZGLTN,0.843789891,275,44288,1824487.013,41.1959,0.027875494,34.760741,-0.011051024,53.09667,17.97861,51.8744,-0.3664,1247,9,1,2
BCNPRG,0.984414386,495,91774,7624357.23,83.0775,0.060222913,81.78271563,-0.007854134,50.1,14.26667,41.3028,2.0944,1358,15,5,2
MADTFN,0.958410659,728,132207,9148797.864,69.2005,0.037428076,66.3225502,-0.007921327,40.47361,-3.561111,28.475,-16.33055,1772,18,5,9
FAOMAD,0.901978754,379,64956,2166903.008,33.3595,0.05541364,30.08960645,-0.009758477,40.47361,-3.561111,37.01445,-7.970833,543,12,1,1
NCLPMI,0.911783051,384,64319,4752789.858,73.894,0.038412383,67.3753205,-0.003848956,55.03778,-1.686667,39.55361,2.727778,1754,20,4,9
OPOVIE,0.986022727,434,78093,7720726.254,98.8657,0.045853207,97.48391735,-0.006621157,48.1111,16.5583,41.23806,-8.674723,2126,19,2,5
BHXOTP,0.98687786,432,82803,6199556.522,74.8711,0.033373391,73.88868853,-0.008989523,52.45306,-1.746389,44.5667,26.1,2214,13,5,5
EMAFAO,0.91759127,801,140675,11094746.93,78.8679,0.039459395,72.3685298,-0.003391751,52.83,-1.329444,37.01445,-7.970833,1834,5,4,9
AGPPSA,0.965322277,224,40976,2503189.224,61.0891,0.039764479,58.97072238,-0.006949356,43.6806,10.3928,36.6717,-4.4981,1483,1,2,7
SOFTLV,0.922278399,96,17147,1278612.7,74.5677,0.044056501,68.77219772,-0.004696062,42.7,23.4,32.01222,34.8825,1561,4,4,7
FNCMAN,0.855339105,308,49791,3233581.432,64.943,0.021597343,55.54836514,-0.005405225,53.35333,-2.276667,32.69056,-16.775,2572,11,4,10
LISMAD,0.918419298,174,30306,906929.2067,29.9257,0.053575768,27.48436895,-0.015967002,40.47361,-3.561111,38.7819,-9.1333,513,12,3,6
BLLCIA,0.898357004,38,6452,330157.9067,51.1714,0.029261738,45.9701903,-0.009460853,55.7403,9.1528,41.7995,12.5933,1571,7,1,7
LPLMLA,0.921108843,222,38810,2653847.103,68.3804,0.026542723,62.98588083,-0.004875485,53.33833,-2.866667,35.83667,14.54722,2373,13,4,5
AGAMAD,0.871096701,168,27673,1135301.187,41.0255,0.028681587,35.73725721,-0.009199237,40.47361,-3.561111,30.38056,-9.545834,1246,18,5,2
KRKLBA,0.949819193,463,85365,5297992.15,62.0628,0.038730915,58.9484523,-0.00618191,53.86528,-1.654722,50.08333,19.78333,1522,9,2,7
BRULIS,1.010469436,94,17952,1186844.017,66.112,0.038862265,66.80423377,-0.010961691,50.9017,4.4942,38.7819,-9.1333,1719,5,1,7
CIAPFO,0.871988988,258,43078,2156467.618,50.0596,0.022950275,43.65142339,-0.00749348,41.7995,12.5933,34.71944,32.48472,1902,14,5,9
BGYCAG,0.956829053,2202,403269,18565292.94,46.0369,0.061435892,44.04953433,-0.007908495,45.6739,9.7042,39.24722,9.061111,717,15,5,1
BCNFUE,0.95072884,266,47873,2866695.059,59.8812,0.027975838,56.9308309,-0.007785381,41.3028,2.0944,28.44806,-13.86194,2035,18,5,9
EMALPA,0.847432389,128,21057,1879758.353,89.2699,0.025191571,75.65028789,-0.004764491,52.83,-1.329444,27.93194,-15.38333,3003,11,4,10
OTPSOF,0.866404157,130,21343,459346.2373,21.5221,0.061949632,18.64683922,-0.011888308,44.5667,26.1,42.7,23.4,301,14,1,6
CFUWMI,0.928571429,124,21866,1751412.091,80.0975,0.051975022,74.3762566,-0.005833613,52.4511,20.6519,39.60139,19.91028,1431,17,2,2
BRITRN,0.972051619,1192,219046,12477365.01,56.9623,0.063790669,55.37030055,-0.009922383,45.2011,7.6481,41.14111,16.78833,868,6,1,8
NUETFS,0.952049974,240,43284,4615878.745,106.6416,0.030325034,101.5282145,-0.006266854,49.49972,11.08167,28.04278,-16.57055,3348,11,2,4
FCOLPA,0.981089086,209,38754,3732798.256,96.3203,0.03218625,94.49882929,-0.005626034,41.8003,12.2389,27.93194,-15.38333,2936,11,2,10
MANPDV,0.940035273,12,2132,127388.6603,59.7507,0.02400335,56.16783964,-0.008316023,53.35333,-2.276667,42.3,24.71667,2340,13,5,5
DUBPOZ,0.977171683,432,80003,5357692.465,66.9686,0.042246522,65.43986301,-0.008186068,53.4325,-6.252222,52.41694,16.88333,1549,9,5,7
CGNCPH,0.987656783,238,44569,1631844.107,36.6138,0.056327023,36.16194893,-0.011162311,55.6081,12.6333,50.86583,7.141944,642,9,1,1
BOHEGC,0.818489124,108,16707,793478.6321,47.4937,0.056749117,38.87314482,-0.004725288,50.78056,-1.836944,44.82528,0.5186111,685,20,4,1
KGSSTN,0.89202351,124,21248,1864819.527,87.7644,0.029092521,78.28797343,-0.003445289,51.8828,0.2339,36.79306,27.09528,2691,13,4,10
AGPHHN,0.959142516,280,51364,3459810.033,67.3586,0.03685485,64.60655126,-0.00767432,49.9497,7.2639,36.6717,-4.4981,1753,1,5,9
AGPPIK,0.935010509,412,72957,6253937.684,85.7208,0.037523369,80.1499165,-0.004145682,55.50945,-4.594444,36.6717,-4.4981,2136,5,4,5
BLQCGN,0.980016109,515,96119,4825292.779,50.2012,0.063893535,49.19802179,-0.008383671,50.86583,7.141944,44.5306,11.2925,770,7,5,8
CPHKUN,0.975386915,600,110921,5655981.946,50.991,0.06831873,49.7360354,-0.009055163,55.6081,12.6333,54.9639,24.0847,728,8,5,1
BUDSNN,0.920933277,222,39392,3057460.474,77.6162,0.034381633,71.47941445,-0.007156395,52.70055,-8.918612,47.4333,19.2333,2079,9,2,5
NRNZAG,0.952934272,279,48714,2168828.395,44.5216,0.043469488,42.42622056,-0.009984614,51.5993,6.1502,45.74306,16.07028,976,7,1,8
KTWOST,0.126984127,2,48,5.7947,0.1207,1.34e-05,0.015329894,-0.013154232,51.19972,2.863611,50.48333,19.08333,1140,9,3,3
CCFEDI,0.895529339,68,11538,645777.4255,55.9696,0.034027449,50.1224329,-0.004492788,55.94861,-3.350278,43.21583,2.306944,1473,20,4,2
CPHTRN,0.895153239,212,35867,1706787.692,47.5865,0.035204361,42.59727692,-0.008737854,55.6081,12.6333,45.2011,7.6481,1210,7,5,3
ALCMME,0.906991015,238,41386,3132506.51,75.69,0.037991231,68.65015362,-0.004541133,54.51167,-1.420556,38.2825,-0.5583333,1807,20,4,9
SNNSTN,0.833325406,1653,262795,8657602.553,32.9443,0.043646008,27.45333877,-0.009145961,52.70055,-8.918612,51.8828,0.2339,629,16,5,1
SNNTFS,0.925235044,174,30901,3964850.388,128.3081,0.042172364,118.7152042,-0.003640692,52.70055,-8.918612,28.04278,-16.57055,2815,18,4,10
FMMPSR,0.903962166,142,24275,817697.3723,33.6847,0.044066197,30.44974202,-0.006503429,47.9886,10.2394,42.43389,14.18444,691,7,2,1
AGALIS,0.817688526,114,17631,728067.2481,41.2947,0.036113605,33.76622058,-0.009140813,38.7819,-9.1333,30.38056,-9.545834,935,18,5,8
AQJCGN,0.958668197,46,8350,604036.1129,72.3396,0.020957911,69.34972594,-0.005337309,50.86583,7.141944,29.6125,35.01944,3309,14,4,4
CAGNUE,0.961073318,126,22887,1606106.758,70.1755,0.058544969,67.44380438,-0.004190866,49.49972,11.08167,39.24722,9.061111,1152,7,4,3
ARNTRN,0.87801353,168,28553,1478639.567,51.7857,0.025996925,45.46862138,-0.00784668,59.662,17.9339,45.2011,7.6481,1749,9,5,9
BDSBLQ,0.976199696,1352,252086,11450561.75,45.4232,0.063893586,44.34214872,-0.008666065,44.5306,11.2925,40.65805,17.94667,694,6,5,1
MLAVNO,0.950115578,252,46035,4083777.306,88.7102,0.037493332,84.28501003,-0.007258186,54.6333,25.2833,35.83667,14.54722,2248,17,2,5
ALCNCL,0.938360982,712,128060,12066001.83,94.2214,0.047381433,88.41375396,-0.003589319,55.03778,-1.686667,38.2825,-0.5583333,1866,20,4,9
OPORAK,0.92684998,390,68763,3820301.167,55.5575,0.047990194,51.49347846,-0.007692481,41.23806,-8.674723,31.60833,-8.038333,1073,18,5,3
STNZTH,0.921548906,42,7330,884901.546,120.7232,0.049467494,111.2523945,-0.00405487,51.8828,0.2339,37.75111,20.88278,2249,13,4,5
BGYTIA,0.965888852,342,63994,2182515.66,34.105,0.035231704,32.94164367,-0.012386858,45.6739,9.7042,41.41694,19.71667,935,6,1,8
BGYSDR,0.884038462,216,36776,1408871.125,38.3095,0.030788268,33.86709434,-0.007805543,45.6739,9.7042,43.42916,-3.826389,1100,2,5,3
BLQEDI,0.931349016,220,38800,2847018.693,73.3767,0.041772239,68.33938293,-0.005058684,55.94861,-3.350278,44.5306,11.2925,1636,3,4,7
BRSLPA,0.925553581,284,49991,4503109.642,90.0784,0.029606673,83.3723921,-0.004702182,51.38167,-2.708889,27.93194,-15.38333,2816,11,4,10
BGYCFU,0.893154424,388,66097,4142705.319,62.6761,0.052170996,55.9794784,-0.005109239,45.6739,9.7042,39.60139,19.91028,1073,6,4,3
BLQVLC,0.981750952,1092,205237,12613222.45,61.4568,0.053774808,60.33533499,-0.006678207,44.5306,11.2925,39.48861,-0.4819444,1122,15,2,3
GLAWMI,0.974749618,124,22969,1577884.576,68.6962,0.040144881,66.96166083,-0.006780489,55.8717,-4.4319,52.4511,20.6519,1668,9,2,7
BRIVLC,0.958930627,302,54987,3556294.379,64.6751,0.042075316,62.01901537,-0.007353463,41.14111,16.78833,39.48861,-0.4819444,1474,15,5,2
CRLWRO,0.955408247,180,32717,1109265.429,33.9048,0.036978295,32.39298649,-0.010320909,51.1,16.8833,50.4617,4.455,876,9,1,8
ACEEMA,0.883793632,514,88770,8951252.867,100.8364,0.031357714,89.11862435,-0.004188413,52.83,-1.329444,28.9425,-13.60472,2842,11,4,10
ARNMMX,0.741729236,511,73202,2131095.203,29.1125,0.040437476,21.59361241,-0.020521366,59.662,17.9339,55.5278,13.3686,534,8,3,1
SCQVLC,0.984610923,839,156178,7546026.025,48.3168,0.06226869,47.57327952,-0.009470823,42.895,-8.415,39.48861,-0.4819444,764,12,1,8
AGPHAM,0.955379218,308,57189,5761978.422,100.7532,0.043873097,96.2575747,-0.005865888,53.63389,9.995,36.6717,-4.4981,2194,19,2,5
BFSMAN,0.727410995,1186,163087,3908234.309,23.9641,0.058891064,17.43175489,-0.009038818,54.6542,-6.225,53.35333,-2.276667,296,16,5,6
BLLEDI,0.750207964,376,54111,2111130.97,39.0148,0.037524653,29.26922929,-0.006252576,55.94861,-3.350278,55.7403,9.1528,780,16,2,8
BUDPRG,0.938467454,644,114707,5334152.444,46.5024,0.092853197,43.64100242,-0.010395946,50.1,14.26667,47.4333,19.2333,470,10,1,6
MANOTP,0.997313175,261,49739,4497177.582,90.4155,0.03968864,90.17259002,-0.008462436,53.35333,-2.276667,44.5667,26.1,2272,13,5,5
PADPMI,0.929940516,148,25326,2062208.891,81.4265,0.053438145,75.72185105,-0.006324555,51.61167,8.615278,39.55361,2.727778,1417,2,2,2
BRIKGS,0.75848117,34,4874,298379.3139,61.2185,0.045837249,46.43313319,-0.005528276,41.14111,16.78833,36.79306,27.09528,1013,14,2,3
PRGRIX,0.977239249,224,41132,1979157.2,48.1172,0.046881385,47.02202898,-0.009925379,57.01667,24.05,50.1,14.26667,1003,8,1,3
BTSCIA,0.943612162,214,38422,1853498.976,48.2405,0.057186411,45.52038351,-0.008495079,48.16,17.21,41.7995,12.5933,796,10,5,8
FCOPMI,0.966665865,442,80415,5552940.582,69.0535,0.079466312,66.75170195,-0.005568392,41.8003,12.2389,39.55361,2.727778,840,15,2,8
BGYCGN,0.988392518,1150,218328,9803229.465,44.9013,0.072993738,44.38019242,-0.008771771,50.86583,7.141944,45.6739,9.7042,608,7,5,1
CFUSOF,0.886744081,70,11760,664461.5808,56.5018,0.11084661,50.10266783,-0.007093172,42.7,23.4,39.60139,19.91028,452,17,2,6
LBAPOZ,0.850920741,215,34795,1462113.508,42.0207,0.028743058,35.75636469,-0.009380292,53.86528,-1.654722,52.41694,16.88333,1244,9,1,2
LBAREU,0.927972497,124,22134,1365769.239,61.7045,0.040014085,57.2601559,-0.004462889,53.86528,-1.654722,41.147,1.1667,1431,20,4,2
BHXVRN,0.925832822,272,48247,2654760.309,55.0243,0.042241591,50.94335871,-0.005557997,52.45306,-1.746389,45.46667,10.93333,1206,3,2,3
CIYFCO,0.896629434,108,18302,636765.8109,34.7921,0.054537867,31.19565995,-0.017620645,41.8003,12.2389,36.99166,14.60694,572,6,3,1
CFUFMM,0.922427035,62,10809,804871.3495,74.463,0.056672237,68.68675111,-0.004039175,47.9886,10.2394,39.60139,19.91028,1212,6,4,3
AQJBGY,0.778865917,43,6442,383640.9421,59.553,0.016355382,46.38386436,-0.006395329,45.6739,9.7042,29.6125,35.01944,2836,14,2,10
BRSEGC,0.805173432,122,19081,903494.5082,47.3504,0.049642381,38.12534848,-0.005287078,51.38167,-2.708889,44.82528,0.5186111,768,20,4,8
BVATSF,0.948377108,753,139052,6051833.785,43.522,0.047662072,41.27535473,-0.006853142,49.4558,2.1125,45.6506,12.1956,866,3,2,8
KUNLPL,0.982439926,222,41457,3068311.069,74.0118,0.041455096,72.71223918,-0.007430844,54.9639,24.0847,53.33833,-2.866667,1754,9,5,9
BCNTLL,0.985276341,218,40753,4491826.381,110.2207,0.042504071,108.597901,-0.006575024,59.41667,24.81667,41.3028,2.0944,2555,19,2,10
HHNTPS,0.897191697,130,22044,1299017.634,58.9283,0.037710464,52.87007057,-0.005948159,49.9497,7.2639,37.9117,12.4864,1402,7,2,2
CPHFCO,0.940337985,442,78569,5879117.601,74.8274,0.045779499,70.36308975,-0.00786348,55.6081,12.6333,41.8003,12.2389,1537,7,5,7
BCNTRS,0.96209115,176,32003,1518129.713,47.4371,0.043673512,45.63882013,-0.005789831,45.82667,13.47222,41.3028,2.0944,1045,15,2,3
EDILPA,0.906607406,267,47324,4640503.27,98.0581,0.02725329,88.90023315,-0.003578024,55.94861,-3.350278,27.93194,-15.38333,3262,11,4,4
BLQSKG,0.957952502,286,52195,2673485.29,51.221,0.046509365,49.06738043,-0.005335136,44.5306,11.2925,40.52083,22.97222,1055,17,4,3
EINMLA,0.94796409,123,22280,2130821.86,95.6383,0.04812192,90.66169682,-0.005867205,51.4533,5.3889,35.83667,14.54722,1884,7,2,9
KUNRMI,0.96172555,124,22539,1803144.776,80.001,0.052375154,76.93910121,-0.004942324,54.9639,24.0847,44.02083,12.61222,1469,10,4,2
OPOTER,0.90708533,214,36717,1725944.269,47.0066,0.02680017,42.63906983,-0.008633605,41.23806,-8.674723,38.75667,-27.09417,1591,18,5,7
DUBFNI,0.847962867,102,16442,798710.8424,48.5774,0.030994654,41.19189491,-0.005604628,53.4325,-6.252222,43.75861,4.416667,1329,20,2,2
MADMRS,0.954309728,472,85384,3560021.073,41.6942,0.049923739,39.78921979,-0.007951751,43.43555,5.216389,40.47361,-3.561111,797,1,5,8
GRONUE,0.965185052,236,43082,2230540.465,51.7743,0.047054409,49.97178209,-0.007313913,49.49972,11.08167,41.9092,2.7633,1062,2,5,3
PMOTSF,0.817460317,2,309,9819.4498,31.7781,0.031147938,25.97738042,-0.016679114,45.6506,12.1956,38.1811,13.105,834,6,3,8
BOHRMU,0.93331502,154,27180,1934150.207,71.1607,0.045930451,66.41543188,-0.004383596,50.78056,-1.836944,37.79033,-1.141831,1446,20,4,2
EMARIX,0.977391881,265,50149,3763047.035,75.0373,0.043733379,73.34087655,-0.009155244,57.01667,24.05,52.83,-1.329444,1677,9,5,7
MRSOPO,0.96578598,984,180432,10707654.57,59.3445,0.049112363,57.31412755,-0.007008427,43.43555,5.216389,41.23806,-8.674723,1167,1,2,3
AGPIBZ,0.979961773,751,142019,5969868.951,42.0357,0.072142531,41.19338512,-0.009706705,38.87361,1.372778,36.6717,-4.4981,571,12,1,1
BUDSVQ,0.932326336,124,21850,1578191.729,72.2284,0.028889099,67.34049022,-0.010101416,47.4333,19.2333,37.415,-5.8975,2331,19,1,5
CCFOPO,0.865455613,124,20629,718679.4927,34.8383,0.032420442,30.15101077,-0.006770493,43.21583,2.306944,41.23806,-8.674723,930,1,2,8
MRSPFO,0.896117972,160,27285,1662042.203,60.9141,0.021558551,54.58625207,-0.007256907,43.43555,5.216389,34.71944,32.48472,2532,14,2,10
FAONQY,0.864735715,233,38364,2507109.399,65.3505,0.037374983,56.51097485,-0.004387238,50.43945,-4.994722,37.01445,-7.970833,1512,5,4,7
BVAPMO,0.928694099,308,54076,3281141.488,60.6764,0.036829995,56.3498916,-0.006626409,49.4558,2.1125,38.1811,13.105,1530,7,2,7
